|Unnamed: 0|seller_nickname|products|stock|price|seller_reputation|Lt|condition|isrefu|category_id|regular_price1|pxp|mix|tokens|embedding|cluster
21|21|002ed196eb|17|450|30755.83|green_platinum|Cross Docking|new|not refubirshed|HOUSEHOLD APPLIANCES|yes,no|68.35|reputation: green_platinum; products: 17; stock: 450; priceproduct: 68.35; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HOUSEHOLD APPLIANCES; regularprice: yes,no; Cluster:0|62|"[ 0.00676294 -0.01147895  0.01559488 ... -0.00738143  0.02390037
  0.01856954]"|0
22|22|0032d0112b|1|37|725.0|green|DropShipping|used|not refubirshed|HEALTH|no|19.59|reputation: green; products: 1; stock: 37; priceproduct: 19.59; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: used; Categories: HEALTH; regularprice: no; Cluster:3|52|"[ 0.00542315  0.01175553  0.0116553  ... -0.00642187  0.01401785
  0.01607973]"|3
23|23|003426c781|1|20|1161.61|newbie|DropShipping|new|not refubirshed|FRAGRANCES & MAKE UP|no|58.08|reputation: newbie; products: 1; stock: 20; priceproduct: 58.08; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: FRAGRANCES & MAKE UP; regularprice: no; Cluster:4|57|"[ 0.00226031 -0.00638099 -0.03005542 ... -0.00368816  0.01077131
  0.01169063]"|4
24|24|00368f60af|1|1|15000.0|newbie|Cross Docking|used|not refubirshed|ANTIQUES & HOBBIES|no|15000.0|reputation: newbie; products: 1; stock: 1; priceproduct: 15000.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: ANTIQUES & HOBBIES; regularprice: no; Cluster:2|61|"[-0.01170508 -0.00014922  0.009912   ...  0.00355924  0.01883895
  0.00369584]"|2
25|25|00374db3c1|1|18|149.0|yellow|Cross Docking|new|not refubirshed|APPAREL ACCESSORIES|no|8.28|reputation: yellow; products: 1; stock: 18; priceproduct: 8.28; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: APPAREL ACCESSORIES; regularprice: no; Cluster:1|57|"[-0.00986061  0.0100468   0.00476273 ... -0.00290456  0.04766458
  0.01747205]"|1
26|26|003a562a8e|2|200|1592.8200000000002|green|Cross Docking|new|not refubirshed|SPORTS|no|7.96|reputation: green; products: 2; stock: 200; priceproduct: 7.96; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: SPORTS; regularprice: no; Cluster:1|54|[0.00044117 0.01525071 0.01173573 ... 0.00126252 0.03506372 0.02844982]|1
27|27|003b36eb22|9|1408|1341.27|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|TEXTILES,APPAREL,CAMERAS & DRONES,SPORTS,AUDIO & GENERAL ELECTRONICS,HOUSEHOLD ITEMS,ACC MOTORCYCLES|yes,no|0.95|reputation: green_platinum; products: 9; stock: 1408; priceproduct: 0.95; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: TEXTILES,APPAREL,CAMERAS & DRONES,SPORTS,AUDIO & GENERAL ELECTRONICS,HOUSEHOLD ITEMS,ACC MOTORCYCLES; regularprice: yes,no; Cluster:0|95|"[ 0.02584288  0.00768302  0.00681754 ... -0.00254519  0.02523553
  0.01399949]"|0
28|28|003dfc2043|1|4|720.0|green_silver|Cross Docking|new|not refubirshed|HEALTH|yes|180.0|reputation: green_silver; products: 1; stock: 4; priceproduct: 180.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HEALTH; regularprice: yes; Cluster:1|55|"[-0.01240922 -0.00099676  0.01622391 ... -0.00391427  0.01548089
  0.02328644]"|1
29|29|004017d0fa|1|10|21000.0|newbie|DropShipping|new|not refubirshed|TEXTILES|no|2100.0|reputation: newbie; products: 1; stock: 10; priceproduct: 2100.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: TEXTILES; regularprice: no; Cluster:4|54|"[ 0.00048956  0.00607131 -0.01217228 ...  0.00362164  0.01841049
 -0.00895305]"|4
30|30|0040e83ed1|1|1|398.0|green|Cross Docking|new|not refubirshed|FOOTWEAR|no|398.0|reputation: green; products: 1; stock: 1; priceproduct: 398.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: FOOTWEAR; regularprice: no; Cluster:1|55|"[ 0.00999087  0.00855841  0.01742221 ... -0.00631519  0.02328294
  0.01036171]"|1
31|31|004149c724|6|59|4712.92|green_gold|Cross Docking|new|not refubirshed|OTHER|yes,no|79.88|reputation: green_gold; products: 6; stock: 59; priceproduct: 79.88; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: OTHER; regularprice: yes,no; Cluster:1|55|"[-0.02002105  0.00037007  0.02854938 ... -0.00425276  0.03393089
  0.01092265]"|1
32|32|0042562fea|1|3|1200.0|green|Cross Docking|used|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|400.0|reputation: green; products: 1; stock: 3; priceproduct: 400.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: BOOKS, MULTIMEDIA & OTHER E!; regularprice: no; Cluster:1|62|"[-0.0051281   0.00453181  0.02325532 ... -0.00775923  0.02811509
  0.01150095]"|1
33|33|004286a872|3|56|1603.81|green_gold|FulfilledbyMerchant|new|not refubirshed|PARTY,BEAUTY PROFESSIONAL,DECOR|yes|28.64|reputation: green_gold; products: 3; stock: 56; priceproduct: 28.64; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: PARTY,BEAUTY PROFESSIONAL,DECOR; regularprice: yes; Cluster:3|66|"[-0.00584691 -0.00590367  0.0228124  ... -0.00706549  0.02405369
  0.00773533]"|3
34|34|00436106b8|1|1|1800.0|newbie|Cross Docking|used|not refubirshed|SPORTS|no|1800.0|reputation: newbie; products: 1; stock: 1; priceproduct: 1800.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: SPORTS; regularprice: no; Cluster:2|55|"[-0.02277121  0.01181067 -0.01357164 ...  0.01536298  0.0328209
  0.02204253]"|2
35|35|004651fc58|6|222|3497.94|green_platinum|FulfilledbyMerchant|new|not refubirshed|HOUSEHOLD ITEMS,CONSTRUCTION|yes,no|15.76|reputation: green_platinum; products: 6; stock: 222; priceproduct: 15.76; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: HOUSEHOLD ITEMS,CONSTRUCTION; regularprice: yes,no; Cluster:0|63|"[ 0.03113733 -0.01175774  0.01920234 ...  0.00332717  0.02474148
  0.01220087]"|0
36|36|0046ecb5dd|1|7|24999.0|green|Other|new|not refubirshed|PET|no|3571.29|reputation: green; products: 1; stock: 7; priceproduct: 3571.29; logistictype: Other; refurbished: not refubirshed; conditionproduct: new; Categories: PET; regularprice: no; Cluster:3|52|"[-0.01705394 -0.00509781  0.01917098 ...  0.00029909  0.03399027
  0.01471637]"|3
37|37|0047388f3c|1|1|300.0|red|Cross Docking|used|not refubirshed|APPAREL|no|300.0|reputation: red; products: 1; stock: 1; priceproduct: 300.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: APPAREL; regularprice: no; Cluster:1|55|"[-0.00875812  0.00113451  0.01055214 ...  0.0068165   0.03158072
  0.0061163 ]"|1
38|38|00484b14b5|1|23|365.0|green_silver|Cross Docking|new|not refubirshed|FOODS|no|15.87|reputation: green_silver; products: 1; stock: 23; priceproduct: 15.87; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: FOODS; regularprice: no; Cluster:1|56|"[-0.00278308 -0.01757421  0.01660941 ...  0.00542886  0.01686174
  0.01539228]"|1
39|39|0048fd19e8|1|1|242.0|green|Cross Docking|used|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|242.0|reputation: green; products: 1; stock: 1; priceproduct: 242.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: BOOKS, MULTIMEDIA & OTHER E!; regularprice: no; Cluster:1|62|"[-0.00114857  0.00729378  0.02523926 ... -0.00977381  0.02027919
  0.00669755]"|1
40|40|00499405c6|1|7|310.15|newbie|FulfilledbyMerchant|new|not refubirshed|MANICURE & PEDICURE|yes|44.31|reputation: newbie; products: 1; stock: 7; priceproduct: 44.31; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: MANICURE & PEDICURE; regularprice: yes; Cluster:4|60|"[-0.0210169   0.00143355 -0.01440698 ... -0.00232666  0.01217192
 -0.00392052]"|4
41|41|004a939be4|1|2|2299.0|red|Cross Docking|new|not refubirshed|APPAREL ACCESSORIES|no|1149.5|reputation: red; products: 1; stock: 2; priceproduct: 1149.5; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: APPAREL ACCESSORIES; regularprice: no; Cluster:1|58|[0.00865893 0.00390791 0.01131737 ... 0.00335913 0.03144557 0.01063377]|1
42|42|004b2a6a29|1|13|721.65|green_silver|Cross Docking|new|not refubirshed|TOYS AND GAMES|yes|55.51|reputation: green_silver; products: 1; stock: 13; priceproduct: 55.51; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: TOYS AND GAMES; regularprice: yes; Cluster:1|59|"[ 0.01308935 -0.00951817  0.00260554 ... -0.00237581  0.01639158
  0.02438564]"|1
43|43|004b3006ae|1|9|279.99|green|Cross Docking|new|not refubirshed|SPORTS|no|31.11|reputation: green; products: 1; stock: 9; priceproduct: 31.11; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: SPORTS; regularprice: no; Cluster:1|54|[0.00100214 0.02312941 0.01659476 ... 0.00524763 0.03133091 0.01941218]|1
44|44|004cb3afd3|1|6|499.0|green|Cross Docking|new|not refubirshed|HEALTH|no|83.17|reputation: green; products: 1; stock: 6; priceproduct: 83.17; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HEALTH; regularprice: no; Cluster:1|53|"[-0.00133766  0.01624571  0.02733452 ...  0.00142895  0.01891358
  0.02332526]"|1
45|45|004f0b0d94|1|1|3999.0|newbie|Cross Docking|used|not refubirshed|ANTIQUES & HOBBIES|no|3999.0|reputation: newbie; products: 1; stock: 1; priceproduct: 3999.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: ANTIQUES & HOBBIES; regularprice: no; Cluster:2|61|"[-0.01480989 -0.01093296 -0.00518734 ...  0.00045506  0.0188264
  0.00648611]"|2
46|46|004fca247a|1|1|2899.0|newbie|Cross Docking|used|not refubirshed|SMARTPHONES & TABLETS|no|2899.0|reputation: newbie; products: 1; stock: 1; priceproduct: 2899.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: SMARTPHONES & TABLETS; regularprice: no; Cluster:2|59|"[-0.01617105  0.00060366 -0.03103247 ...  0.01470483  0.01644151
  0.01920312]"|2
47|47|0052716a37|2|1451|304.5|newbie|FulfilledbyMerchant,Cross Docking|new|not refubirshed|BEAUTY PERSONAL CARE,CPG PERSONAL CARE|no|0.21|reputation: newbie; products: 2; stock: 1451; priceproduct: 0.21; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: BEAUTY PERSONAL CARE,CPG PERSONAL CARE; regularprice: no; Cluster:4|70|"[-0.00215748 -0.00721403 -0.00128328 ...  0.00020034  0.00839084
  0.01472693]"|4
48|48|0056d9f479|1|40|315.0|red|Cross Docking|new|not refubirshed|APPAREL|no|7.88|reputation: red; products: 1; stock: 40; priceproduct: 7.88; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: APPAREL; regularprice: no; Cluster:1|55|"[-0.00463822  0.00791203  0.00768958 ...  0.00427487  0.03081763
  0.0124798 ]"|1
49|49|0058c6773e|1|1|750.0|green|Cross Docking|new|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|750.0|reputation: green; products: 1; stock: 1; priceproduct: 750.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: BOOKS, MULTIMEDIA & OTHER E!; regularprice: no; Cluster:1|62|"[ 0.00072552  0.01513313  0.02117883 ... -0.01592564  0.02763966
  0.00649102]"|1
50|50|0059380655|6|187|29803.0|green_silver|Other,Cross Docking|used,new|not refubirshed|PARTY,GAMING,DECOR,AUDIO & GENERAL ELECTRONICS|no|159.37|reputation: green_silver; products: 6; stock: 187; priceproduct: 159.37; logistictype: Other,Cross Docking; refurbished: not refubirshed; conditionproduct: used,new; Categories: PARTY,GAMING,DECOR,AUDIO & GENERAL ELECTRONICS; regularprice: no; Cluster:1|71|"[ 0.0042961  -0.00438194  0.009167   ...  0.00597945  0.01876696
  0.02508233]"|1
51|51|005b1913cf|6|287|13258.27|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|HOUSEHOLD ITEMS,HOUSEHOLD APPLIANCES|yes|46.2|reputation: green_platinum; products: 6; stock: 287; priceproduct: 46.2; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HOUSEHOLD ITEMS,HOUSEHOLD APPLIANCES; regularprice: yes; Cluster:0|71|"[ 0.01112805 -0.01689762  0.01902633 ...  0.00601913  0.02224143
  0.0203476 ]"|0
52|52|005b4e4d87|1|11|1289.0|green|Cross Docking|used|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES|no|117.18|reputation: green; products: 1; stock: 11; priceproduct: 117.18; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: IT PERIPHERALS, PARTS & ACCESSORIES; regularprice: no; Cluster:1|62|"[-0.01587091  0.00206615  0.02950929 ... -0.0139103   0.02515875
  0.01828947]"|1
53|53|005cf1d7e3|1|76|280.0|green_silver|Cross Docking|new|not refubirshed|HEALTH|yes|3.68|reputation: green_silver; products: 1; stock: 76; priceproduct: 3.68; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HEALTH; regularprice: yes; Cluster:1|55|"[-0.00874482 -0.00407204  0.01631859 ...  0.00043605  0.01314764
  0.02720778]"|1
54|54|005fed434c|20|3136|12394.28|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|TELEVISIONS & STREAMING DEVICES,PET,HOME OUTDOORS,TOYS AND GAMES,CONSTRUCTION,FURNITURE,SPORTS,AUDIO & GENERAL ELECTRONICS,HOUSEHOLD ITEMS,BABY,HEALTH|yes|3.95|reputation: green_platinum; products: 20; stock: 3136; priceproduct: 3.95; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: TELEVISIONS & STREAMING DEVICES,PET,HOME OUTDOORS,TOYS AND GAMES,CONSTRUCTION,FURNITURE,SPORTS,AUDIO & GENERAL ELECTRONICS,HOUSEHOLD ITEMS,BABY,HEALTH; regularprice: yes; Cluster:0|109|"[ 2.50604451e-02  7.11239918e-05 -1.42624760e-02 ...  1.07140271e-02
  2.72581950e-02  1.46898162e-02]"|0
55|55|006218fb3c|8|94|141948.91|green|Other,Cross Docking|new|not refubirshed|CONSTRUCTION,TOOLS|yes,no|1510.09|reputation: green; products: 8; stock: 94; priceproduct: 1510.09; logistictype: Other,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: CONSTRUCTION,TOOLS; regularprice: yes,no; Cluster:1|60|"[-3.07879927e-05  1.34761771e-02  4.17259037e-02 ... -2.71285861e-03
  2.15378851e-02  1.28312409e-02]"|1
56|56|006270bf9e|1|1|400.0|newbie|Cross Docking|new|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|400.0|reputation: newbie; products: 1; stock: 1; priceproduct: 400.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: BOOKS, MULTIMEDIA & OTHER E!; regularprice: no; Cluster:2|62|"[-0.01012284 -0.0009109  -0.01086986 ...  0.00029895  0.02474303
  0.00537014]"|2
57|57|0063a6dab5|1|1|780.0|newbie|DropShipping|new|not refubirshed|FRAGRANCES & MAKE UP|no|780.0|reputation: newbie; products: 1; stock: 1; priceproduct: 780.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: FRAGRANCES & MAKE UP; regularprice: no; Cluster:4|57|"[ 0.00153504 -0.01682    -0.03238869 ... -0.00104307  0.00971952
  0.01262955]"|4
58|58|0063ef7025|5|108|5289.0|green_platinum|Cross Docking|new|not refubirshed|PET|no|48.97|reputation: green_platinum; products: 5; stock: 108; priceproduct: 48.97; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: PET; regularprice: no; Cluster:0|55|"[-0.00268759 -0.0056953   0.00684925 ... -0.01033343  0.03376977
  0.02123267]"|0
59|59|006485c91f|1|1|6000.0|newbie|Cross Docking|used|not refubirshed|COMPUTERS & NOTEBOOKS|no|6000.0|reputation: newbie; products: 1; stock: 1; priceproduct: 6000.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: COMPUTERS & NOTEBOOKS; regularprice: no; Cluster:2|59|"[-0.01658254 -0.01309494  0.00375812 ...  0.00079833  0.02790078
  0.00675585]"|2
60|60|0067a5b1d8|3|12|4675.0|green_gold|Cross Docking|new|not refubirshed|CONSTRUCTION,INDUSTRY|no|389.58|reputation: green_gold; products: 3; stock: 12; priceproduct: 389.58; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: CONSTRUCTION,INDUSTRY; regularprice: no; Cluster:1|60|"[-0.00786266 -0.00373965  0.03890738 ... -0.00183976  0.03578036
  0.01993477]"|1
61|61|006a867f15|1|0|2941.0|green_platinum|FulfilledbyMerchant|new|not refubirshed|HOUSEHOLD APPLIANCES|no|inf|reputation: green_platinum; products: 1; stock: 0; priceproduct: inf; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: HOUSEHOLD APPLIANCES; regularprice: no; Cluster:0|59|"[ 0.00686057 -0.00930222 -0.00122083 ...  0.00424477  0.02205832
  0.02305965]"|0
62|62|006b37c08d|1|8|249.0|green|Cross Docking|new|not refubirshed|PET|no|31.12|reputation: green; products: 1; stock: 8; priceproduct: 31.12; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: PET; regularprice: no; Cluster:1|53|"[-0.0104217   0.00918697  0.02857515 ... -0.00089803  0.02566472
  0.01631606]"|1
63|63|006dcf371d|1|10|840.0|red|Cross Docking|new|not refubirshed|SPORTS|no|84.0|reputation: red; products: 1; stock: 10; priceproduct: 84.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: SPORTS; regularprice: no; Cluster:1|54|"[-0.00401007  0.02110485  0.00492227 ...  0.01555862  0.03111724
  0.01215061]"|1
64|64|0071d13856|6|875|1459.51|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|TEXTILES,FRAGRANCES & MAKE UP,AUDIO & GENERAL ELECTRONICS,APPAREL ACCESSORIES,ACC MOTORCYCLES|yes|1.67|reputation: green_platinum; products: 6; stock: 875; priceproduct: 1.67; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: TEXTILES,FRAGRANCES & MAKE UP,AUDIO & GENERAL ELECTRONICS,APPAREL ACCESSORIES,ACC MOTORCYCLES; regularprice: yes; Cluster:0|87|"[ 0.02145325  0.00630686  0.00198068 ... -0.00150795  0.0268624
  0.0173429 ]"|0
65|65|0073dc130e|2|8|301.99|green_silver|Cross Docking|new|not refubirshed|HEALTH,FOOTWEAR|no|37.75|reputation: green_silver; products: 2; stock: 8; priceproduct: 37.75; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HEALTH,FOOTWEAR; regularprice: no; Cluster:1|60|"[ 0.00176313 -0.00107186  0.02583787 ... -0.00477472  0.01232209
  0.020217  ]"|1
66|66|0073df0b57|5|24|2958.0|green_silver|Cross Docking|used,new|not refubirshed|HOUSEHOLD ITEMS,HOUSEHOLD APPLIANCES|no|123.25|reputation: green_silver; products: 5; stock: 24; priceproduct: 123.25; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used,new; Categories: HOUSEHOLD ITEMS,HOUSEHOLD APPLIANCES; regularprice: no; Cluster:1|67|"[ 0.00685835 -0.00582888  0.01013528 ... -0.00684748  0.02196703
  0.01480419]"|1
67|67|007592271e|1|1|59.0|newbie|DropShipping|new|not refubirshed|SPORTS|no|59.0|reputation: newbie; products: 1; stock: 1; priceproduct: 59.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: SPORTS; regularprice: no; Cluster:4|53|"[ 0.00384603  0.0056139  -0.03746451 ...  0.00850745  0.02743453
  0.01158138]"|4
68|68|0075c25320|1|75|64.42|green|FulfilledbyMerchant|new|not refubirshed|BEAUTY PROFESSIONAL|yes|0.86|reputation: green; products: 1; stock: 75; priceproduct: 0.86; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: BEAUTY PROFESSIONAL; regularprice: yes; Cluster:3|60|"[-0.01047029  0.00113763  0.01754722 ... -0.0144813   0.00836433
  0.0053877 ]"|3
69|69|00764e8243|7|223|916.29|green_gold|FulfilledbyMerchant,Cross Docking|new|not refubirshed|CPG PERSONAL CARE,TOYS AND GAMES,SPORTS,BABY,PARTY|yes,no|4.11|reputation: green_gold; products: 7; stock: 223; priceproduct: 4.11; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: CPG PERSONAL CARE,TOYS AND GAMES,SPORTS,BABY,PARTY; regularprice: yes,no; Cluster:3|79|[0.00166613 0.01133113 0.01389667 ... 0.00234253 0.04143197 0.01429477]|3
70|70|0076d7060e|8|256|209620.0|green_silver|Other|new|not refubirshed|FURNITURE|yes|818.83|reputation: green_silver; products: 8; stock: 256; priceproduct: 818.83; logistictype: Other; refurbished: not refubirshed; conditionproduct: new; Categories: FURNITURE; regularprice: yes; Cluster:0|56|"[-0.00574318 -0.01760944  0.02298762 ... -0.00524037  0.01522576
  0.02099128]"|0
71|71|007711b3f6|3|9|7347.0|light_green|Cross Docking|new|not refubirshed|APPAREL|no|816.33|reputation: light_green; products: 3; stock: 9; priceproduct: 816.33; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: APPAREL; regularprice: no; Cluster:1|56|"[ 0.01006891 -0.00778585  0.02025491 ... -0.00286847  0.03614857
  0.0270163 ]"|1
72|72|0077174f2d|4|1535|2495.0|green|Cross Docking|new|not refubirshed|APPAREL ACCESSORIES|no|1.63|reputation: green; products: 4; stock: 1535; priceproduct: 1.63; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: APPAREL ACCESSORIES; regularprice: no; Cluster:1|58|"[ 0.01687887  0.0098133   0.02800564 ... -0.007209    0.03656585
  0.02033617]"|1
73|73|00794da7b4|3|1196|1319.0|green_gold|Cross Docking|new|not refubirshed|APPAREL|no|1.1|reputation: green_gold; products: 3; stock: 1196; priceproduct: 1.1; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: APPAREL; regularprice: no; Cluster:1|57|"[ 0.00370211 -0.00429324  0.03048085 ... -0.00951863  0.04635029
  0.01344431]"|1
74|74|007997141b|1|2|1999.0|newbie|Cross Docking|new|not refubirshed|MUSICAL INSTRUMENTS|no|999.5|reputation: newbie; products: 1; stock: 2; priceproduct: 999.5; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: MUSICAL INSTRUMENTS; regularprice: no; Cluster:2|59|"[-0.01221759 -0.01056374 -0.01528688 ... -0.00043441  0.01804329
  0.00706236]"|2
75|75|007b45efd7|1|1|1379.0|newbie|Cross Docking|used|not refubirshed|SPORTS|no|1379.0|reputation: newbie; products: 1; stock: 1; priceproduct: 1379.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: SPORTS; regularprice: no; Cluster:2|55|"[-0.0143786   0.01415464 -0.01363952 ...  0.01732002  0.0294739
  0.01809644]"|2
76|76|007cfaf95e|2|1084|856.1800000000001|green_gold|FulfilledbyMerchant|new|not refubirshed|AUDIO & GENERAL ELECTRONICS|yes|0.79|reputation: green_gold; products: 2; stock: 1084; priceproduct: 0.79; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: AUDIO & GENERAL ELECTRONICS; regularprice: yes; Cluster:3|61|"[-0.0178354  -0.00745633  0.00277697 ... -0.01862775  0.0357306
  0.01315604]"|3
77|77|007d6f6b34|8|326|2237.92|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|TOYS AND GAMES,HEALTH|no|6.86|reputation: green_platinum; products: 8; stock: 326; priceproduct: 6.86; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: TOYS AND GAMES,HEALTH; regularprice: no; Cluster:0|67|[0.02786601 0.0045929  0.00640433 ... 0.01069961 0.02111997 0.03571435]|0
78|78|007e12113b|1|1|950.0|newbie|Cross Docking|new|not refubirshed|ANTIQUES & HOBBIES|no|950.0|reputation: newbie; products: 1; stock: 1; priceproduct: 950.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: ANTIQUES & HOBBIES; regularprice: no; Cluster:2|60|"[-0.01326436 -0.0058699  -0.0009393  ... -0.00169964  0.01863511
 -0.00204692]"|2
79|79|007e52e318|1|17|530.0|green|Cross Docking|new|not refubirshed|CPG HOME CARE|no|31.18|reputation: green; products: 1; stock: 17; priceproduct: 31.18; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: CPG HOME CARE; regularprice: no; Cluster:1|56|"[ 0.0047285   0.00053969  0.03489539 ... -0.00033372  0.02476447
  0.00886456]"|1
80|80|007f155c1d|3|49|2177.0|green_gold|Cross Docking|new|not refubirshed|HOUSEHOLD ITEMS,FOOTWEAR|no|44.43|reputation: green_gold; products: 3; stock: 49; priceproduct: 44.43; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HOUSEHOLD ITEMS,FOOTWEAR; regularprice: no; Cluster:1|62|"[ 0.00558882 -0.01052924  0.03468976 ... -0.00954189  0.02976776
  0.00840718]"|1
81|81|00829f7e8f|2|28|644.31|green_gold|FulfilledbyMerchant|new|not refubirshed|TOYS AND GAMES|yes|23.01|reputation: green_gold; products: 2; stock: 28; priceproduct: 23.01; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: TOYS AND GAMES; regularprice: yes; Cluster:3|59|"[-0.00212073 -0.00647244  0.00480012 ... -0.00473396  0.02922706
  0.0151869 ]"|3
82|82|0084a843ff|6|345|841.3199999999999|green_gold|FulfilledbyMerchant,Cross Docking|new|not refubirshed|CAMERAS & DRONES,WEARABLES,PET|yes|2.44|reputation: green_gold; products: 6; stock: 345; priceproduct: 2.44; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: CAMERAS & DRONES,WEARABLES,PET; regularprice: yes; Cluster:3|71|[0.0101227  0.01221678 0.02379854 ... 0.00229632 0.03483598 0.00696266]|3
83|83|00851e008a|4|26|3988.0|yellow|DropShipping|new|not refubirshed|FRAGRANCES & MAKE UP,BEAUTY PERSONAL CARE,APPAREL ACCESSORIES|yes,no|153.38|reputation: yellow; products: 4; stock: 26; priceproduct: 153.38; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: FRAGRANCES & MAKE UP,BEAUTY PERSONAL CARE,APPAREL ACCESSORIES; regularprice: yes,no; Cluster:3|71|"[ 0.00281047  0.00220745 -0.00243924 ... -0.00059487  0.03349381
  0.01674691]"|3
