|Unnamed: 0|seller_nickname|products|stock|price|seller_reputation|Lt|condition|isrefu|category_id|regular_price1|pxp|mix|tokens|totalcat|embedding|cluster
1014|1014|05feeacb71|9|1664|2068.0|green_silver|Cross Docking|new|not refubirshed|STATIONERY,TOYS AND GAMES,ANTIQUES & HOBBIES,BOOKS, MULTIMEDIA & OTHER E!,FOODS,HABERDASHERY|no|1.24|reputation: green_silver; products: 9; stock: 1664; priceproduct: 1.24; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 7; regularprice: no; Cluster:1|58|7|"[ 0.00371016 -0.00580968  0.02342063 ... -0.00619245  0.01952477
  0.02339031]"|1
1015|1015|05ffad17d5|1|4|2148.0|green|Cross Docking|new|not refubirshed|TOYS AND GAMES|no|537.0|reputation: green; products: 1; stock: 4; priceproduct: 537.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00542619  0.0069932   0.02064067 ... -0.0105317   0.01911012
  0.02217123]"|1
1016|1016|0602834332|2|2|2190.0|green|DropShipping|used|not refubirshed|APPAREL,FOOTWEAR|no|1095.0|reputation: green; products: 2; stock: 2; priceproduct: 1095.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: used; totalCategories: 2; regularprice: no; Cluster:3|55|2|"[ 0.01153697  0.00567326  0.01542658 ... -0.01148569  0.02034902
  0.01117804]"|3
1017|1017|0602b66705|1|1|260.0|green|DropShipping|new|not refubirshed|APPAREL ACCESSORIES|no|260.0|reputation: green; products: 1; stock: 1; priceproduct: 260.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:3|54|1|"[ 0.018234    0.00392396  0.01090393 ... -0.00541914  0.02491494
  0.0104882 ]"|3
1018|1018|0603512606|3|0|2271.0|green_platinum|FulfilledbyMerchant,DropShipping|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES|no|inf|reputation: green_platinum; products: 3; stock: 0; priceproduct: inf; logistictype: FulfilledbyMerchant,DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:0|58|2|"[ 0.00701971 -0.01061006  0.00095608 ...  0.00360907  0.01813519
  0.02924692]"|0
1019|1019|06042f9ca7|2|1368|571.9|green|Cross Docking|new|not refubirshed|APPAREL,SPORTS|yes|0.42|reputation: green; products: 2; stock: 1368; priceproduct: 0.42; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: yes; Cluster:1|56|2|"[-0.00986334 -0.00644853  0.02660914 ... -0.01064064  0.01779477
  0.02220195]"|1
1020|1020|06043e9cb0|2|23|910.0|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|PARTY|no|39.57|reputation: green_platinum; products: 2; stock: 23; priceproduct: 39.57; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:0|62|1|"[ 0.00884236 -0.01291942  0.00613804 ... -0.01137837  0.01438567
  0.0263625 ]"|0
1021|1021|0605ee1983|26|83|29543.46|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES,OTHER,SMARTPHONES & TABLETS,CAMERAS & DRONES,CONSTRUCTION,TOOLS,ANTIQUES & HOBBIES,ACC CARS & VANS,AUDIO & GENERAL ELECTRONICS,HOUSEHOLD ITEMS,HEALTH|no|355.95|reputation: green_platinum; products: 26; stock: 83; priceproduct: 355.95; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 12; regularprice: no; Cluster:0|62|12|"[ 0.02462491 -0.00830216  0.00414727 ... -0.00483595  0.02027218
  0.01865893]"|0
1022|1022|0606f5db31|1|2000|533.12|red|DropShipping|new|not refubirshed|APPAREL ACCESSORIES|yes|0.27|reputation: red; products: 1; stock: 2000; priceproduct: 0.27; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:3|55|1|"[-0.00344259 -0.01471642 -0.00361716 ...  0.0017288   0.02540835
  0.00362467]"|3
1023|1023|06073bd6ae|1|100|105.8|green|Cross Docking|new|not refubirshed|APPAREL|yes|1.06|reputation: green; products: 1; stock: 100; priceproduct: 1.06; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:1|55|1|"[-0.00862014  0.00011349  0.02184268 ... -0.01439938  0.02296704
  0.01249545]"|1
1024|1024|060799f4aa|4|47|2528.14|green_gold|Cross Docking|new|not refubirshed|SPORTS|yes|53.79|reputation: green_gold; products: 4; stock: 47; priceproduct: 53.79; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:1|56|1|"[-0.02501272 -0.00332283  0.01989545 ... -0.01543482  0.03145836
  0.01601599]"|1
1025|1025|0607aacedf|1|969|100.0|green|Cross Docking|new|not refubirshed|HABERDASHERY|no|0.1|reputation: green; products: 1; stock: 969; priceproduct: 0.1; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00046625  0.00461718  0.02901797 ... -0.00814356  0.02444563
  0.01270844]"|1
1026|1026|0609463678|2|33|1598.0|green_silver|Cross Docking|new|not refubirshed|CONSTRUCTION|no|48.42|reputation: green_silver; products: 2; stock: 33; priceproduct: 48.42; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|57|1|"[ 3.42722183e-06 -1.87620502e-02  1.81341562e-02 ... -1.08236847e-02
  1.40752755e-02  2.83299480e-02]"|1
1027|1027|060a7ca3cc|2|3|4770.5|green|FulfilledbyMerchant,Cross Docking|new|not refubirshed|ACC CARS & VANS|yes,no|1590.17|reputation: green; products: 2; stock: 3; priceproduct: 1590.17; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes,no; Cluster:3|62|1|"[-7.57698249e-03  7.94763619e-05  2.66757999e-02 ... -1.37806125e-03
  1.79496482e-02  1.50861451e-02]"|3
1028|1028|060b13e3e2|1|12|243.18|green|FulfilledbyMerchant|new|not refubirshed|PARTY|no|20.26|reputation: green; products: 1; stock: 12; priceproduct: 20.26; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:3|56|1|"[ 0.00217011  0.0031192   0.01233077 ... -0.00614348  0.02933394
  0.00878266]"|3
1029|1029|060b528804|2|78|910.04|green_gold|FulfilledbyMerchant|new|not refubirshed|LIGHTING|yes,no|11.67|reputation: green_gold; products: 2; stock: 78; priceproduct: 11.67; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes,no; Cluster:3|58|1|"[-0.01354782 -0.00810422  0.02125447 ... -0.00989327  0.02977156
  0.01016851]"|3
1030|1030|0611e8b4c2|1|1|800.0|newbie|Cross Docking|used|not refubirshed|BABY|no|800.0|reputation: newbie; products: 1; stock: 1; priceproduct: 800.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|55|1|"[-0.01926577 -0.00469594 -0.00181982 ...  0.00014875  0.01637364
  0.01474682]"|2
1031|1031|0613b18af0|18|18|8701.0|red|DropShipping|new|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|483.39|reputation: red; products: 18; stock: 18; priceproduct: 483.39; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:3|54|2|"[-0.00437745  0.00108878 -0.00084936 ... -0.00424728  0.02572169
  0.01135087]"|3
1032|1032|0613d075ca|1|1784|459.0|green|Cross Docking|new|not refubirshed|STATIONERY|no|0.26|reputation: green; products: 1; stock: 1784; priceproduct: 0.26; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.0045353  -0.00203043  0.02580714 ... -0.01229089  0.02024822
  0.02154829]"|1
1033|1033|06145ab675|10|14|3747.89|green|Cross Docking|used,new|not refubirshed|HOUSEHOLD ITEMS,TOYS AND GAMES,ANTIQUES & HOBBIES|no|267.71|reputation: green; products: 10; stock: 14; priceproduct: 267.71; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used,new; totalCategories: 3; regularprice: no; Cluster:1|56|3|"[-0.00472318  0.01390962  0.03139875 ... -0.00067951  0.02767071
  0.01312242]"|1
1034|1034|061466b33f|2|12|795.0|green_silver|Cross Docking|new|not refubirshed|APPAREL ACCESSORIES|no|66.25|reputation: green_silver; products: 2; stock: 12; priceproduct: 66.25; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|57|1|"[ 0.00388283 -0.0097294   0.02491857 ... -0.00905995  0.01551646
  0.02667403]"|1
1035|1035|0615ef4e30|1|1|2500.0|light_green|DropShipping|used|not refubirshed|HEALTH|no|2500.0|reputation: light_green; products: 1; stock: 1; priceproduct: 2500.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:3|56|1|"[ 0.01785178 -0.00960472  0.00798708 ... -0.00396104  0.02329686
  0.01730294]"|3
1036|1036|0615fd904a|2|19|48898.0|green|Cross Docking|new|not refubirshed|SPORTS,AUDIO & GENERAL ELECTRONICS|no|2573.58|reputation: green; products: 2; stock: 19; priceproduct: 2573.58; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|56|2|"[-0.00673238  0.00450812  0.0258118  ... -0.00991042  0.01736186
  0.02280142]"|1
1037|1037|061c95477a|28|121|12733.9|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|ACC COMMERCIAL VEHICLES,ACC CARS & VANS,AUDIO & GENERAL ELECTRONICS,LIGHTING,OILS & FILTERS,ACC MOTORCYCLES|yes,no|105.24|reputation: green_platinum; products: 28; stock: 121; priceproduct: 105.24; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 6; regularprice: yes,no; Cluster:0|63|6|"[ 0.00969544 -0.01244273  0.01010639 ... -0.01238185  0.02152174
  0.01812758]"|0
1038|1038|061e3611e8|3|11|502.0|yellow|Cross Docking|new|not refubirshed|SMARTPHONES & TABLETS,AUDIO & GENERAL ELECTRONICS|no|45.64|reputation: yellow; products: 3; stock: 11; priceproduct: 45.64; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|55|2|"[-0.02747452 -0.00322459  0.00829179 ...  0.00360846  0.03265782
  0.01628397]"|1
1039|1039|061f1abfca|1|1|799.0|green_silver|Cross Docking|new|not refubirshed|APPAREL ACCESSORIES|no|799.0|reputation: green_silver; products: 1; stock: 1; priceproduct: 799.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|57|1|"[-0.00483377 -0.00618555  0.01212049 ... -0.01213568  0.01749725
  0.01910724]"|1
1040|1040|0622859c0a|13|41|10098.75|green_gold|Cross Docking|new|not refubirshed|BEAUTY PERSONAL CARE,HAIR|no|246.31|reputation: green_gold; products: 13; stock: 41; priceproduct: 246.31; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|56|2|"[-0.01319531 -0.00579713  0.0337205  ... -0.00903715  0.02825723
  0.01843853]"|1
1041|1041|06254dccb7|2|594|644.05|green_gold|DropShipping|new|not refubirshed|APPAREL,AUDIO & GENERAL ELECTRONICS|no|1.08|reputation: green_gold; products: 2; stock: 594; priceproduct: 1.08; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:3|55|2|"[ 0.01157457 -0.00927302  0.01928847 ... -0.01280701  0.03210291
  0.0206397 ]"|3
1042|1042|0627db7e19|1|22|1199.0|green|Cross Docking|new|not refubirshed|BEAUTY PERSONAL CARE|no|54.5|reputation: green; products: 1; stock: 22; priceproduct: 54.5; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00259566  0.00496804  0.0201401  ... -0.01358303  0.01920231
  0.0159275 ]"|1
1043|1043|06297987ec|1|3|3153.05|yellow|DropShipping|new|not refubirshed|HOUSEHOLD ITEMS|yes|1051.02|reputation: yellow; products: 1; stock: 3; priceproduct: 1051.02; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:3|55|1|"[-0.0118868  -0.00536894 -0.0054831  ... -0.0042053   0.03599918
  0.00866838]"|3
1044|1044|06299a2d75|1|10|199.0|green|Cross Docking|new|not refubirshed|PET|no|19.9|reputation: green; products: 1; stock: 10; priceproduct: 19.9; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00212796  0.01849044  0.02272783 ... -0.00850441  0.02520211
  0.01158615]"|1
1045|1045|0629c94e9b|3|89|2140.9|green_platinum|FulfilledbyMerchant|new|not refubirshed|TOOLS|yes|24.06|reputation: green_platinum; products: 3; stock: 89; priceproduct: 24.06; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:0|58|1|"[ 0.00203482 -0.01713773  0.00275078 ...  0.00135278  0.02719126
  0.02010706]"|0
1046|1046|062a125790|1|1|21500.0|newbie|DropShipping|used|not refubirshed|ACC CARS & VANS|no|21500.0|reputation: newbie; products: 1; stock: 1; priceproduct: 21500.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|55|1|"[ 0.00110045 -0.00297019 -0.02470606 ...  0.00271745  0.01617553
  0.00213448]"|2
1047|1047|062a15f4b3|1|5|600.0|green|Cross Docking|new|not refubirshed|HOUSEHOLD ITEMS|no|120.0|reputation: green; products: 1; stock: 5; priceproduct: 120.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00634076  0.01202407  0.02045406 ... -0.01271074  0.02391664
  0.0146831 ]"|1
1048|1048|062a490b73|2|10|1010.0|green_silver|Cross Docking|new|not refubirshed|HOUSEHOLD ITEMS,APPAREL ACCESSORIES|no|101.0|reputation: green_silver; products: 2; stock: 10; priceproduct: 101.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|57|2|"[-0.0093121  -0.00942279  0.02449777 ... -0.010323    0.01366562
  0.01657289]"|1
1049|1049|062a94df2b|1|100|636.16|green|Cross Docking|new|not refubirshed|HAIR|no|6.36|reputation: green; products: 1; stock: 100; priceproduct: 6.36; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00272303  0.00868698  0.03070885 ... -0.00757698  0.02573426
  0.01658694]"|1
1050|1050|062b8bf7c7|3|3|9300.0|green|Cross Docking|used,new|not refubirshed|WEARABLES,HEALTH|no|3100.0|reputation: green; products: 3; stock: 3; priceproduct: 3100.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used,new; totalCategories: 2; regularprice: no; Cluster:1|57|2|"[-0.00876643 -0.00317718  0.03414685 ...  0.00209527  0.02692918
  0.01450204]"|1
1051|1051|062f4b4d66|1|1|10300.0|newbie|Cross Docking|new|not refubirshed|ANTIQUES & HOBBIES|no|10300.0|reputation: newbie; products: 1; stock: 1; priceproduct: 10300.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:2|56|1|"[-0.01645058 -0.00470868  0.00098998 ...  0.00079999  0.01768736
  0.01053493]"|2
1052|1052|0632687b88|1|15|180.0|newbie|Other|new|not refubirshed|OTHER|no|12.0|reputation: newbie; products: 1; stock: 15; priceproduct: 12.0; logistictype: Other; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:2|53|1|"[-0.01583083 -0.01115524 -0.00667886 ...  0.00635187  0.03056417
  0.00261028]"|2
1053|1053|063516f739|1|1|750.0|green|Cross Docking|used|not refubirshed|TOOLS|no|750.0|reputation: green; products: 1; stock: 1; priceproduct: 750.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00933542  0.00951567  0.02190031 ... -0.01489311  0.02141964
  0.01125808]"|1
1054|1054|06396f4a6b|2|116|2063.14|green_platinum|FulfilledbyMerchant|new|not refubirshed|HOUSEHOLD APPLIANCES,AUDIO & GENERAL ELECTRONICS|yes|17.79|reputation: green_platinum; products: 2; stock: 116; priceproduct: 17.79; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: yes; Cluster:0|58|2|"[ 0.00597065 -0.02047939  0.00046257 ... -0.00725061  0.02127748
  0.01802487]"|0
1055|1055|06399017c5|2|22|10150.0|green_gold|DropShipping|new|not refubirshed|HOME OUTDOORS|no|461.36|reputation: green_gold; products: 2; stock: 22; priceproduct: 461.36; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:3|55|1|"[ 0.00747681 -0.00738469  0.01746677 ... -0.01229307  0.03101273
  0.01245521]"|3
1056|1056|0639b074ed|1|1|875.0|green_silver|Cross Docking|new|not refubirshed|SPORTS|no|875.0|reputation: green_silver; products: 1; stock: 1; priceproduct: 875.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|57|1|"[-0.00271348 -0.00452929  0.01384859 ... -0.0101909   0.01999442
  0.02304871]"|1
1057|1057|063a8b6b9d|1|1|365.0|red|Cross Docking|new|not refubirshed|TOYS AND GAMES|no|365.0|reputation: red; products: 1; stock: 1; priceproduct: 365.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.01212903 -0.00131187  0.01885715 ...  0.00319145  0.01687784
  0.01196792]"|1
1058|1058|063dd74e5e|1|2|249.0|green|Cross Docking|new|not refubirshed|GAMING|no|124.5|reputation: green; products: 1; stock: 2; priceproduct: 124.5; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00125011  0.00869417  0.02023529 ... -0.00999355  0.01865852
  0.02153467]"|1
1059|1059|06408bab4e|1|200|1069.61|light_green|Cross Docking|new|not refubirshed|HEALTH|no|5.35|reputation: light_green; products: 1; stock: 200; priceproduct: 5.35; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.00455348 -0.0108409   0.01477564 ... -0.00590951  0.0213854
  0.02168181]"|1
1060|1060|0648f1bdf6|6|13|10955.0|yellow|Cross Docking|new|not refubirshed|SPORTS|no|842.69|reputation: yellow; products: 6; stock: 13; priceproduct: 842.69; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.017549    0.00253615  0.0103617  ...  0.0048664   0.03434933
  0.01717466]"|1
1061|1061|064b629319|1|1|2000.0|newbie|Cross Docking|used|not refubirshed|TOOLS|no|2000.0|reputation: newbie; products: 1; stock: 1; priceproduct: 2000.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|56|1|"[-0.02060861 -0.00842943 -0.00305792 ...  0.00419222  0.01669388
  0.01240416]"|2
1062|1062|064c65f26f|4|4|1862.1|light_green|Cross Docking|used,new|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|yes,no|465.52|reputation: light_green; products: 4; stock: 4; priceproduct: 465.52; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used,new; totalCategories: 2; regularprice: yes,no; Cluster:1|58|2|"[-0.00440135 -0.01545116  0.0186751  ... -0.00533733  0.0209482
  0.02745552]"|1
1063|1063|064d9a46dc|31|2896|5105.75|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|HOUSEHOLD ITEMS,FOODS,DRINKS|yes,no|1.76|reputation: green_platinum; products: 31; stock: 2896; priceproduct: 1.76; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 3; regularprice: yes,no; Cluster:0|64|3|"[ 0.00340847 -0.01493894  0.0191765  ... -0.00196045  0.0158755
  0.02035872]"|0
1064|1064|064e852fbd|2|5|1171.3|green|FulfilledbyMerchant|new|not refubirshed|HEALTH|yes|234.26|reputation: green; products: 2; stock: 5; priceproduct: 234.26; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:3|56|1|"[-0.01055146  0.00139478  0.00388836 ... -0.00759173  0.02159129
  0.01178716]"|3
1065|1065|0651c1453e|3|37|267.3|green_silver|FulfilledbyMerchant,Cross Docking|new|not refubirshed|FOODS|yes|7.22|reputation: green_silver; products: 3; stock: 37; priceproduct: 7.22; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:3|62|1|"[-0.01207323 -0.00854309  0.0092431  ... -0.00720706  0.01389475
  0.02109052]"|3
1066|1066|06523bd907|1|1|499.0|red|DropShipping|used|not refubirshed|TOYS AND GAMES|no|499.0|reputation: red; products: 1; stock: 1; priceproduct: 499.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|54|1|"[ 0.00527691 -0.0007111  -0.0054439  ...  0.00079738  0.021642
  0.00350866]"|2
1067|1067|065240eaed|2|38|1457.8|green_platinum|FulfilledbyMerchant|new|not refubirshed|ACC CARS & VANS|yes,no|38.36|reputation: green_platinum; products: 2; stock: 38; priceproduct: 38.36; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes,no; Cluster:0|59|1|"[ 0.00330611 -0.0137567   0.00349353 ... -0.00735065  0.01893702
  0.02220564]"|0
1068|1068|0652a896b1|1|23|375.2|light_green|Cross Docking|new|not refubirshed|TOYS AND GAMES|yes|16.31|reputation: light_green; products: 1; stock: 23; priceproduct: 16.31; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:1|56|1|"[-0.00352613 -0.01318645  0.01874682 ... -0.00768531  0.02071627
  0.02350016]"|1
1069|1069|0652f81627|1|3|620.0|green_silver|Cross Docking|new|not refubirshed|HOUSEHOLD ITEMS|no|206.67|reputation: green_silver; products: 1; stock: 3; priceproduct: 206.67; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|57|1|"[-0.00079003 -0.01242767  0.01701555 ... -0.00595691  0.01454177
  0.02729242]"|1
1070|1070|0652fa5290|2|21|1104.0|green_gold|Cross Docking|new|not refubirshed|TOYS AND GAMES,TOOLS|no|52.57|reputation: green_gold; products: 2; stock: 21; priceproduct: 52.57; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|56|2|"[-0.01075599 -0.00959458  0.02964925 ... -0.01305662  0.02634996
  0.01654085]"|1
1071|1071|065327f22f|1|99|448.2|green|Cross Docking|new|not refubirshed|CPG HOME CARE|no|4.53|reputation: green; products: 1; stock: 99; priceproduct: 4.53; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00338436  0.0027652   0.01909705 ... -0.0164524   0.02331974
  0.02320285]"|1
1072|1072|06536e459b|1|2|12484.0|green|Cross Docking|new|not refubirshed|FURNITURE|no|6242.0|reputation: green; products: 1; stock: 2; priceproduct: 6242.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.00053561 -0.0029923   0.02539421 ... -0.00897502  0.0176949
  0.01629912]"|1
1073|1073|0656aa5e15|23|63|185497.0|green|Other,Cross Docking|new|not refubirshed|HOUSEHOLD APPLIANCES,MUSICAL INSTRUMENTS,SMARTPHONES & TABLETS,CONSTRUCTION,MATTRESSES & SOMMIER,FURNITURE,SPORTS,HEALTH|yes,no|2944.4|reputation: green; products: 23; stock: 63; priceproduct: 2944.4; logistictype: Other,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 8; regularprice: yes,no; Cluster:1|59|8|"[-0.00805522 -0.00168727  0.03279302 ... -0.00828107  0.01820329
  0.02156089]"|1
1074|1074|065a1bb9e2|1|0|540.0|green|Cross Docking|new|not refubirshed|AUDIO & GENERAL ELECTRONICS|no|inf|reputation: green; products: 1; stock: 0; priceproduct: inf; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|52|1|"[-0.00901162  0.01062946  0.01994123 ... -0.00891645  0.01645664
  0.02434821]"|1
1075|1075|065caec8e1|1|100|447.97|red|Cross Docking|new|not refubirshed|EROTIC|no|4.48|reputation: red; products: 1; stock: 100; priceproduct: 4.48; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-1.59156043e-02  1.44386443e-03  1.36387041e-02 ... -2.96816033e-05
  2.37372443e-02  1.20123466e-02]"|1
1076|1076|065cee290a|2|3|2089.0|green|Cross Docking|new|not refubirshed|ACC CARS & VANS|no|696.33|reputation: green; products: 2; stock: 3; priceproduct: 696.33; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00711152  0.00339715  0.02736901 ... -0.00426396  0.01872306
  0.0258936 ]"|1
1077|1077|065cf00c43|1|142|1964.13|green_platinum|FulfilledbyMerchant|new|not refubirshed|HOUSEHOLD APPLIANCES|yes|13.83|reputation: green_platinum; products: 1; stock: 142; priceproduct: 13.83; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:0|58|1|"[ 0.01130774 -0.01681819  0.0001814  ... -0.00529154  0.02367228
  0.02287213]"|0
1078|1078|065d4faa18|7|14|2099.4|green_silver|Cross Docking|new|not refubirshed|ANTIQUES & HOBBIES,PARTY,LIGHTING,DECOR,HABERDASHERY|yes,no|149.96|reputation: green_silver; products: 7; stock: 14; priceproduct: 149.96; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 5; regularprice: yes,no; Cluster:1|58|5|"[-0.01112009  0.00197839  0.0107545  ... -0.00845432  0.02019896
  0.01983337]"|1
1079|1079|065ddae397|4|4|17356.0|yellow|Cross Docking|used|not refubirshed|HOUSEHOLD ITEMS,CAMERAS & DRONES,SPORTS,AUDIO & GENERAL ELECTRONICS|no|4339.0|reputation: yellow; products: 4; stock: 4; priceproduct: 4339.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 4; regularprice: no; Cluster:1|56|4|"[-0.02719178  0.00544871  0.00098236 ... -0.00192405  0.03211557
  0.01577685]"|1
