|Unnamed: 0|seller_nickname|products|stock|price|seller_reputation|Lt|condition|isrefu|category_id|regular_price1|pxp|mix|tokens|totalcat|embedding|cluster
1080|1080|065ea5f961|1|795|150.0|newbie|Cross Docking|new|not refubirshed|INDUSTRY|no|0.19|reputation: newbie; products: 1; stock: 795; priceproduct: 0.19; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:2|55|1|"[-0.01296418 -0.00363156 -0.01045888 ... -0.00245248  0.01528083
  0.01900106]"|2
1081|1081|065fb3aa7a|1|41|199.0|green_silver|Cross Docking|new|not refubirshed|DECOR|no|4.85|reputation: green_silver; products: 1; stock: 41; priceproduct: 4.85; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|57|1|"[-0.0036541  -0.00926602  0.00730446 ... -0.01155264  0.01506476
  0.02307538]"|1
1082|1082|066007712d|1|1|420.0|newbie|DropShipping|used|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES|no|420.0|reputation: newbie; products: 1; stock: 1; priceproduct: 420.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: used; totalCategories: 2; regularprice: no; Cluster:2|54|2|"[ 0.00042142 -0.01438492 -0.02943891 ... -0.0028268   0.01604272
  0.01161201]"|2
1083|1083|0660758591|4|18|803.25|green_silver|FulfilledbyMerchant|new|not refubirshed|HEALTH,HAIR|yes|44.62|reputation: green_silver; products: 4; stock: 18; priceproduct: 44.62; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: yes; Cluster:3|58|2|"[-0.00608245 -0.01493856  0.00036555 ... -0.00853955  0.01805893
  0.0186619 ]"|3
1084|1084|06611399b1|1|1|389.0|newbie|Cross Docking|used|not refubirshed|SMARTPHONES & TABLETS|no|389.0|reputation: newbie; products: 1; stock: 1; priceproduct: 389.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|55|1|"[-0.01891864 -0.00126306 -0.00651875 ...  0.00532978  0.01445528
  0.01463532]"|2
1085|1085|06614b27a2|1|47|197.54|green_gold|FulfilledbyMerchant|new|not refubirshed|SPORTS|yes|4.2|reputation: green_gold; products: 1; stock: 47; priceproduct: 4.2; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:3|57|1|"[-0.01740395 -0.00543306  0.00675349 ... -0.01287135  0.03214433
  0.00428667]"|3
1086|1086|0661eb0251|16|22807|4226.67|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|DECOR,TEXTILES|yes|0.19|reputation: green_platinum; products: 16; stock: 22807; priceproduct: 0.19; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: yes; Cluster:0|63|2|"[ 0.00813162 -0.00584839  0.01859956 ... -0.01374486  0.01884229
  0.0254113 ]"|0
1087|1087|0661f800a3|1|1|150.0|yellow|Cross Docking|new|not refubirshed|TOOLS|no|150.0|reputation: yellow; products: 1; stock: 1; priceproduct: 150.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.01952975  0.00286738  0.0065687  ... -0.00145573  0.03359294
  0.01346804]"|1
1088|1088|06622b1f4e|1|1|3000.0|green|Cross Docking|used|not refubirshed|TELEVISIONS & STREAMING DEVICES|no|3000.0|reputation: green; products: 1; stock: 1; priceproduct: 3000.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.01196889 -0.00148297  0.02910378 ... -0.00142666  0.02602521
  0.0182612 ]"|1
1089|1089|0664ac2417|2|177|9098.0|green|Cross Docking|new|not refubirshed|HEALTH|no|51.4|reputation: green; products: 2; stock: 177; priceproduct: 51.4; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.01202988  0.00167967  0.02621501 ... -0.01252104  0.0150575
  0.02491013]"|1
1090|1090|0665729f55|1|5|3300.0|newbie|Cross Docking|new|not refubirshed|ANTIQUES & HOBBIES|no|660.0|reputation: newbie; products: 1; stock: 5; priceproduct: 660.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:2|55|1|"[-0.01265802  0.00215924 -0.0051242  ...  0.00583956  0.01891549
  0.00911137]"|2
1091|1091|0666595e8d|9|266|25324.0|yellow|Other,Cross Docking|new|not refubirshed|CONSTRUCTION,INDUSTRY,HOUSEHOLD APPLIANCES|no|95.2|reputation: yellow; products: 9; stock: 266; priceproduct: 95.2; logistictype: Other,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 3; regularprice: no; Cluster:1|57|3|"[-0.01634634  0.00113067  0.01056422 ...  0.00607913  0.03561007
  0.01110559]"|1
1092|1092|0667077c4f|17|548|4575.95|green_platinum|FulfilledbyMerchant|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES,AUDIO & GENERAL ELECTRONICS|yes,no|8.35|reputation: green_platinum; products: 17; stock: 548; priceproduct: 8.35; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 3; regularprice: yes,no; Cluster:0|59|3|"[ 0.00236739 -0.01043397  0.00582449 ... -0.00608648  0.02237152
  0.01655462]"|0
1093|1093|0667dc9d45|1|1|375.0|green|Cross Docking|new|not refubirshed|HEALTH|no|375.0|reputation: green; products: 1; stock: 1; priceproduct: 375.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00420683  0.00319107  0.01973264 ... -0.01330995  0.02038155
  0.01494696]"|1
1094|1094|0667fe5b2c|3|723|448.04|green_gold|FulfilledbyMerchant|new|not refubirshed|APPAREL,EROTIC|yes,no|0.62|reputation: green_gold; products: 3; stock: 723; priceproduct: 0.62; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: yes,no; Cluster:3|58|2|"[-0.01331654 -0.01832748  0.01711689 ... -0.00721377  0.03788089
  0.00936295]"|3
1095|1095|066abf557d|1|8|2568.22|green_gold|Cross Docking|new|not refubirshed|SPORTS|yes|321.03|reputation: green_gold; products: 1; stock: 8; priceproduct: 321.03; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:1|56|1|"[-0.01485885 -0.0034533   0.02861144 ... -0.00947148  0.03044512
  0.01460123]"|1
1096|1096|066c94e8f8|3|644|1116.94|green|DropShipping|new|not refubirshed|APPAREL ACCESSORIES,TOOLS,TEXTILES|yes|1.73|reputation: green; products: 3; stock: 644; priceproduct: 1.73; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 3; regularprice: yes; Cluster:3|54|3|"[ 0.00946738  0.000744    0.01211678 ... -0.00789682  0.02813794
  0.01687983]"|3
1097|1097|066dd869eb|1|2|1700.0|green|Cross Docking|new|not refubirshed|HEALTH|no|850.0|reputation: green; products: 1; stock: 2; priceproduct: 850.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00363975  0.00562898  0.02589928 ... -0.00522103  0.01916247
  0.01586892]"|1
1098|1098|06749c48e5|2|49|264.0|green|Cross Docking|new|not refubirshed|SPORTS|no|5.39|reputation: green; products: 2; stock: 49; priceproduct: 5.39; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.0097962   0.00171415  0.01910185 ... -0.0108442   0.01486525
  0.02015728]"|1
1099|1099|0675607a51|2|23|847.0|green|DropShipping|new|not refubirshed|APPAREL|no|36.83|reputation: green; products: 2; stock: 23; priceproduct: 36.83; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:3|54|1|"[ 0.01445806  0.00183622  0.01585536 ... -0.01024444  0.02024273
  0.01795493]"|3
1100|1100|067652c191|1|1300|59.0|green_silver|Cross Docking|new|not refubirshed|STATIONERY|no|0.05|reputation: green_silver; products: 1; stock: 1300; priceproduct: 0.05; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|58|1|"[ 0.00557333 -0.01670463  0.02352159 ... -0.00751938  0.01822462
  0.02769774]"|1
1101|1101|0676d6da93|2|9|15279.0|green_gold|Cross Docking|new|not refubirshed|COMPUTERS & NOTEBOOKS,SMARTPHONES & TABLETS|no|1697.67|reputation: green_gold; products: 2; stock: 9; priceproduct: 1697.67; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|57|2|"[-0.01095936 -0.00244232  0.0352206  ... -0.0064664   0.03461803
  0.01613399]"|1
1102|1102|0677c10461|4|64|2244.7200000000003|green_platinum|FulfilledbyMerchant|new|not refubirshed|SPORTS|yes|35.07|reputation: green_platinum; products: 4; stock: 64; priceproduct: 35.07; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:0|58|1|"[ 0.0044658  -0.01393837  0.0008912  ... -0.00984192  0.02387729
  0.02045985]"|0
1103|1103|067821a850|2|7|44898.0|green|Other,Cross Docking|used|not refubirshed|FURNITURE|no|6414.0|reputation: green; products: 2; stock: 7; priceproduct: 6414.0; logistictype: Other,Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:1|58|1|"[-0.01522433 -0.00111641  0.03452941 ... -0.00608375  0.01662195
  0.01511969]"|1
1104|1104|067994323a|2|150|404.8|green_platinum|FulfilledbyMerchant|new|not refubirshed|APPAREL|yes|2.7|reputation: green_platinum; products: 2; stock: 150; priceproduct: 2.7; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:0|58|1|"[ 0.00309817 -0.01646772  0.00415882 ... -0.00356471  0.02071795
  0.02111403]"|0
1105|1105|0679e4bb04|1|1|300.0|newbie|Cross Docking|new|not refubirshed|APPAREL ACCESSORIES|no|300.0|reputation: newbie; products: 1; stock: 1; priceproduct: 300.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:2|55|1|"[-0.01743065 -0.01076777 -0.00423693 ...  0.00387096  0.02241084
  0.0128353 ]"|2
1106|1106|067b3161a0|1|10|162.0|green_silver|Cross Docking|new|not refubirshed|TOOLS|no|16.2|reputation: green_silver; products: 1; stock: 10; priceproduct: 16.2; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|57|1|"[ 0.00333798  0.00123417  0.02409492 ... -0.00653352  0.02123112
  0.01845728]"|1
1107|1107|067b786f8b|4|203|3531.12|green_platinum|Cross Docking|new|not refubirshed|CPG PERSONAL CARE,FURNITURE,HOUSEHOLD ITEMS|yes,no|17.39|reputation: green_platinum; products: 4; stock: 203; priceproduct: 17.39; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 3; regularprice: yes,no; Cluster:0|58|3|"[-0.00128512 -0.01506511  0.01796895 ... -0.00509878  0.0221238
  0.02550529]"|0
1108|1108|067c80a423|1|0|475.0|yellow|FulfilledbyMerchant|new|not refubirshed|BEAUTY PERSONAL CARE|no|inf|reputation: yellow; products: 1; stock: 0; priceproduct: inf; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:3|53|1|"[-0.02706291  0.00374754 -0.01411054 ... -0.00060749  0.02885147
  0.01082663]"|3
1109|1109|067d25fc8b|1|1|590.0|green_silver|Cross Docking|new|not refubirshed|ACC MOTORCYCLES|no|590.0|reputation: green_silver; products: 1; stock: 1; priceproduct: 590.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|57|1|"[-0.00208132 -0.00769232  0.01119966 ... -0.00642267  0.01733564
  0.02086532]"|1
1110|1110|067dd91f40|1|5|998.0|green|Cross Docking|new|not refubirshed|APPAREL|no|199.6|reputation: green; products: 1; stock: 5; priceproduct: 199.6; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00819003  0.01433072  0.01604218 ... -0.01144401  0.02008211
  0.01502853]"|1
1111|1111|067e7764e8|2|1162|553.0|green_gold|Cross Docking|new|not refubirshed|APPAREL ACCESSORIES|no|0.48|reputation: green_gold; products: 2; stock: 1162; priceproduct: 0.48; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|57|1|"[-0.00829469 -0.01251002  0.03160744 ... -0.01471589  0.03142613
  0.01805492]"|1
1112|1112|06809bb95c|3|8|1153.0|green_silver|FulfilledbyMerchant,Cross Docking|new|not refubirshed|HEALTH|yes,no|144.12|reputation: green_silver; products: 3; stock: 8; priceproduct: 144.12; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes,no; Cluster:3|63|1|"[-0.00126821 -0.00954085  0.01738824 ... -0.00515221  0.01652639
  0.02691397]"|3
1113|1113|0680bcd1b6|1|1|9800.0|newbie|Cross Docking|used|not refubirshed|SMARTPHONES & TABLETS|no|9800.0|reputation: newbie; products: 1; stock: 1; priceproduct: 9800.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|56|1|"[-0.00684549 -0.00214872 -0.00210118 ...  0.00402743  0.02053646
  0.00702803]"|2
1114|1114|068103c218|26|65|23137.0|green|Cross Docking|new|not refubirshed|ANTIQUES & HOBBIES,TEXTILES|no|355.95|reputation: green; products: 26; stock: 65; priceproduct: 355.95; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|55|2|"[ 0.00793618  0.00698746  0.0225737  ... -0.00571496  0.0185529
  0.01596272]"|1
1115|1115|06825e714d|1|1|40000.0|newbie|Other|new|not refubirshed|PET|no|40000.0|reputation: newbie; products: 1; stock: 1; priceproduct: 40000.0; logistictype: Other; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:2|54|1|"[-0.0162238  -0.01454262 -0.01370579 ...  0.00683782  0.03232697
  0.00494554]"|2
1116|1116|0683e1800c|1|1|319.2|green_silver|Cross Docking|new|not refubirshed|FRAGRANCES & MAKE UP|yes|319.2|reputation: green_silver; products: 1; stock: 1; priceproduct: 319.2; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:1|57|1|"[ 0.00122633 -0.00655936  0.01216491 ... -0.01000748  0.01719893
  0.0191974 ]"|1
1117|1117|0686c18c22|1|1|2500.0|newbie|DropShipping|used|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|2500.0|reputation: newbie; products: 1; stock: 1; priceproduct: 2500.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: used; totalCategories: 2; regularprice: no; Cluster:2|55|2|"[ 0.00052814 -0.00376625 -0.01776672 ...  0.00671024  0.01935251
  0.00485281]"|2
1118|1118|06879b04d8|1|1|1800.0|newbie|Other|used|not refubirshed|OTHER|no|1800.0|reputation: newbie; products: 1; stock: 1; priceproduct: 1800.0; logistictype: Other; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|54|1|"[-0.02813375 -0.01457965 -0.01225303 ...  0.00550277  0.02830212
  0.01001825]"|2
1119|1119|06896b8199|1|259|90.0|green_silver|Cross Docking|new|not refubirshed|HOME OUTDOORS|no|0.35|reputation: green_silver; products: 1; stock: 259; priceproduct: 0.35; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|57|1|"[ 0.00074068 -0.01074799  0.01442953 ... -0.01096097  0.0143915
  0.02020287]"|1
1120|1120|0689fe00e2|3|10|4281.55|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|FRAGRANCES & MAKE UP,ANTIQUES & HOBBIES|yes,no|428.16|reputation: green_platinum; products: 3; stock: 10; priceproduct: 428.16; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: yes,no; Cluster:0|63|2|"[ 0.00665255 -0.01207554  0.01020084 ... -0.00190886  0.02642806
  0.02462166]"|0
1121|1121|068cb52ee7|4|22|2148.06|green_silver|Other,Cross Docking|new|not refubirshed|BEAUTY PERSONAL CARE,OTHER,HOUSEHOLD APPLIANCES|yes,no|97.64|reputation: green_silver; products: 4; stock: 22; priceproduct: 97.64; logistictype: Other,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 3; regularprice: yes,no; Cluster:1|60|3|"[-0.0098376  -0.00926741  0.01821552 ... -0.00749223  0.01943192
  0.0258484 ]"|1
1122|1122|06903c2646|46|146|333750.64|green|Other,Cross Docking|new|not refubirshed|SPORTS,OTHER|no|2285.96|reputation: green; products: 46; stock: 146; priceproduct: 2285.96; logistictype: Other,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|58|2|"[-0.00490783 -0.00902181  0.02958797 ...  0.00176022  0.01942359
  0.02089261]"|1
1123|1123|0690cfeaca|7|2143|1379.0|green_platinum|Other,Cross Docking|new|not refubirshed|STATIONERY,CPG HOME CARE,HOME OUTDOORS,CONSTRUCTION,HABERDASHERY|no|0.64|reputation: green_platinum; products: 7; stock: 2143; priceproduct: 0.64; logistictype: Other,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 5; regularprice: no; Cluster:0|60|5|"[-0.00220183 -0.01043526  0.01687946 ... -0.00626791  0.02367625
  0.02777234]"|0
1124|1124|06923cc903|4|183|715.0|green_gold|FulfilledbyMerchant,Cross Docking|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES|no|3.91|reputation: green_gold; products: 4; stock: 183; priceproduct: 3.91; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:3|61|2|"[-0.01622181 -0.00300481  0.027313   ... -0.00924266  0.02628687
  0.02177495]"|3
1125|1125|0693ce7b07|2|311|298.39|green_platinum|FulfilledbyMerchant|new|not refubirshed|APPAREL|yes|0.96|reputation: green_platinum; products: 2; stock: 311; priceproduct: 0.96; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:0|58|1|"[ 0.01085523 -0.02498838  0.00363239 ... -0.00366288  0.02329607
  0.01372913]"|0
1126|1126|0693fa43d2|2|37|3291.0|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|ACC MOTORCYCLES|yes,no|88.95|reputation: green_platinum; products: 2; stock: 37; priceproduct: 88.95; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes,no; Cluster:0|63|1|"[ 0.00770505 -0.00750542  0.00765131 ... -0.01094908  0.01736804
  0.02186745]"|0
